id,latitude,longitude,zipcode,accommodates,bathrooms,bedrooms,beds,nightly_price,price_per_stay,security_deposit,cleaning_fee,guests_included,extra_people,minimum_nights,maximum_nights,host_id,host_total_listings_count,number_of_reviews,number_of_stays,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,requires_license,instant_bookable,is_business_travel_ready,require_guest_profile_picture,require_guest_phone_verification
33159143,32.91736,-117.07635,92131,1,1.0,1.0,1.0,1100.0,1100.0,1000.0,0.0,1,0.0,60,90,249661563,1.0,0,0,96.5,9.725,9.7,9.85,9.75,9.75,9.775,0,1,0,0,0
17138468,32.84067,-117.27443,92037,1,2.0,2.0,3.0,1400.0,1400.0,722.168918918919,219.82292993630574,1,0.0,30,1125,79755951,1.0,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,0
21898446,32.79797,-117.2425,92109,1,1.0,1.0,1.0,1250.0,1250.0,372.4021739130435,123.16245883644346,1,0.0,30,30,159773487,1.0,0,0,95.40642303433002,9.73059866962306,9.493348115299336,9.853496115427303,9.83481152993348,9.875693673695894,9.457777777777778,0,1,0,0,0
25948680,32.77545,-117.05923,92120,1,1.0,1.0,1.0,1150.0,1150.0,227.7319587628866,58.06603773584906,1,0.0,31,40,185758729,1.0,0,0,96.0909090909091,9.747474747474747,9.545454545454545,9.86734693877551,9.848484848484848,9.76530612244898,9.673469387755102,0,0,0,0,0
1756516,32.84619,-117.27558,92037,1,1.0,1.0,1.0,110.0,110.0,200.0,219.82292993630574,1,50.0,180,365,3634860,6.0,2,4,90.0,7.0,7.0,8.0,8.0,9.0,10.0,0,0,0,0,0
33395869,32.93033,-117.13254,92126,1,1.0,1.0,1.0,645.0,645.0,133.63636363636363,47.17610062893082,1,0.0,30,90,89146371,5.0,0,0,96.09868421052632,9.789473684210526,9.631578947368421,9.94078947368421,9.927631578947368,9.81578947368421,9.75,0,1,0,0,0
14139907,32.86547,-117.20862,92122,1,2.5,1.0,1.0,38.0,38.0,288.9423076923077,71.23423423423424,1,0.0,240,1125,15113568,7.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,0,0,0,0
28055565,32.77369,-117.14638,92108,1,1.0,0.0,1.0,42.0,42.0,1200.0,50.0,1,0.0,180,1125,11881600,6.0,0,0,94.64864864864865,9.621621621621621,9.45945945945946,9.675675675675675,9.797297297297296,9.675675675675675,9.405405405405405,0,1,0,0,0
19138413,32.72218,-117.15788,92101,1,1.0,1.0,1.0,250.0,7500.0,254.96575342465752,82.79874213836477,2,100.0,30,1125,109738493,1.0,0,0,93.56204379562044,9.627737226277372,9.547445255474452,9.671532846715328,9.620437956204379,9.817518248175183,9.357664233576642,0,0,0,0,0
30342963,32.95787,-117.22101,92130,1,1.0,1.0,1.0,40.0,40.0,712.1621621621622,126.45945945945945,1,0.0,180,1125,227836123,1.0,0,0,97.46875,9.84375,9.84375,9.9375,9.90625,9.84375,9.625,0,0,0,0,0
13617732,32.99062,-117.16605,92127,1,1.0,1.0,1.0,75.0,75.0,1200.0,100.0,1,0.0,90,1125,78843085,1.0,3,6,93.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
24353011,32.70593,-117.14602,92102,1,1.0,0.0,1.0,5000.0,5000.0,254.5,72.51136363636364,1,0.0,1,1125,1743084,1.0,0,0,93.15555555555555,9.533333333333333,9.533333333333333,9.855555555555556,9.722222222222221,8.866666666666667,9.188888888888888,0,1,0,0,0
9157496,32.7872,-117.23856,92109,1,1.0,1.0,1.0,75.0,4500.0,200.0,50.0,1,15.0,60,365,11028455,1.0,27,54,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
10193983,32.80755,-117.25909,92109,1,1.0,0.0,1.0,65.0,3900.0,150.0,123.16245883644346,1,0.0,60,1125,52360468,1.0,12,24,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
19475019,32.74889,-117.12902,92104,1,1.0,1.0,1.0,127.0,3810.0,200.0,50.0,1,10.0,30,1125,136632243,1.0,5,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,0
4476609,32.81927,-117.08714,92124,1,1.5,1.0,1.0,750.0,750.0,500.0,20.0,1,0.0,5,100,23226516,1.0,0,0,97.27777777777777,9.777777777777779,9.833333333333334,9.88888888888889,10.0,9.833333333333334,9.777777777777779,0,0,0,0,0
482741,32.75793,-117.14805,92103,1,1.0,1.0,1.0,38.0,38.0,200.0,60.0,1,15.0,90,365,1809198,1.0,17,34,94.0,10.0,9.0,10.0,10.0,10.0,9.0,0,1,0,0,0
19175391,32.72255,-117.16374,92101,1,1.0,1.0,1.0,110.0,3300.0,1000.0,205.0,1,0.0,30,1125,29286398,56.0,0,0,93.56204379562044,9.627737226277372,9.547445255474452,9.671532846715328,9.620437956204379,9.817518248175183,9.357664233576642,0,0,0,0,0
19315576,32.80237,-117.11842,92123,1,1.0,1.0,1.0,115.0,3220.0,180.77319587628867,40.0,1,0.0,28,120,69562398,1.0,0,0,96.63829787234043,9.797872340425531,9.712765957446809,9.872340425531915,9.861702127659575,9.808510638297872,9.691489361702128,0,0,0,0,0
6900465,32.73819,-117.17377,92103,1,2.5,1.0,1.0,99.0,2970.0,500.0,50.0,1,80.0,30,1125,13643691,2.0,7,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
22773314,32.74148,-117.25202,92107,1,1.0,0.0,1.0,95.0,2850.0,200.0,120.0,1,35.0,30,365,6934650,7.0,1,2,80.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
5086710,32.80922,-117.22279,92109,1,1.0,1.0,1.0,90.0,2790.0,300.0,65.0,1,25.0,31,1125,26276925,2.0,17,34,99.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0
16600726,32.76906,-117.15375,92108,1,1.0,1.0,1.0,30.0,30.0,1000.0,50.0,1,0.0,90,1125,11881600,6.0,2,4,100.0,10.0,10.0,10.0,8.0,8.0,8.0,0,1,0,0,0
13961180,32.77941,-117.15003,92108,1,1.0,1.0,1.0,85.0,2635.0,200.0,35.0,1,0.0,31,120,83181699,1.0,46,92,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
22419752,32.77283,-117.1458,92108,1,1.0,1.0,1.0,27.0,27.0,1000.0,50.0,1,0.0,96,1125,11881600,6.0,1,2,80.0,10.0,6.0,10.0,10.0,10.0,10.0,0,1,0,0,0
4726637,32.80935,-117.2112,92117,1,1.0,1.0,1.0,76.0,2356.0,100.0,60.0,1,15.0,31,260,12098633,3.0,7,14,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
1127311,32.71724,-117.1322,92102,1,1.0,1.0,1.0,75.0,2250.0,250.0,50.0,1,0.0,30,90,6183960,1.0,215,430,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
2886805,32.94374,-117.23625,92130,1,1.0,1.0,1.0,75.0,2250.0,1000.0,100.0,1,0.0,30,1125,14753013,1.0,8,16,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0
21082497,32.7265,-117.1682,92101,1,1.0,1.0,1.0,75.0,2250.0,371.27669902912623,93.37037037037037,1,0.0,30,120,14021537,1.0,2,4,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0
31269165,32.66783,-116.9426,91914,1,1.0,1.0,1.0,80.0,2240.0,0.0,50.0,1,0.0,28,182,233983968,1.0,0,0,98.5,9.875,9.875,10.0,10.0,9.875,9.875,0,1,0,0,0
29923156,32.78182,-117.25293,92109,1,1.0,1.0,1.0,2175.0,2175.0,2000.0,0.0,1,0.0,1,1125,144377796,1.0,0,0,94.1680236861584,9.608598962194218,9.455218356772761,9.812453669384729,9.796886582653817,9.885100074128985,9.318013343217197,0,1,0,0,0
37829920,32.72104,-117.03765,91945,1,2.0,1.0,1.0,36.0,2160.0,214.28571428571428,35.294117647058826,1,0.0,60,1125,286348079,0.0,0,0,93.78260869565217,9.782608695652174,9.217391304347826,9.565217391304348,9.782608695652174,9.08695652173913,9.565217391304348,0,0,0,0,0
7096414,32.86113,-117.23104,92037,1,1.0,1.0,1.0,70.0,2100.0,250.0,35.0,1,30.0,30,1125,37196767,1.0,19,38,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
27334029,32.81256,-117.2683,92037,1,1.0,1.0,1.0,70.0,2100.0,722.168918918919,219.82292993630574,1,0.0,30,180,252692,5.0,0,0,94.93217893217893,9.67965367965368,9.564213564213564,9.797687861271676,9.741702741702742,9.888728323699421,9.313583815028903,0,0,0,0,1
21304437,32.82236,-117.10005,92124,1,2.0,1.0,1.0,69.0,2070.0,497.05882352941177,63.888888888888886,1,0.0,30,30,68812666,1.0,0,0,97.27777777777777,9.777777777777779,9.833333333333334,9.88888888888889,10.0,9.833333333333334,9.777777777777779,0,1,0,0,0
35304699,32.87128,-117.23591,92037,1,1.5,1.0,1.0,69.0,2070.0,150.0,35.0,1,50.0,30,365,265806000,1.0,0,0,96.92857142857143,9.857142857142858,9.714285714285714,9.928571428571429,9.928571428571429,9.928571428571429,9.285714285714286,0,1,0,0,0
7228676,32.71087,-117.10713,92102,1,1.0,1.0,1.0,67.0,2010.0,100.0,30.0,1,20.0,30,1125,7653310,6.0,225,450,93.0,9.0,9.0,10.0,10.0,9.0,9.0,0,0,0,0,0
18584919,32.94941,-117.09958,92128,1,1.0,1.0,1.0,999.0,999.0,150.0,37.22222222222222,1,0.0,2,1125,9681550,2.0,0,0,94.0,9.375,9.5,10.0,9.875,10.0,9.5,0,0,0,0,0
14725872,32.77874,-117.15042,92108,1,1.0,1.0,1.0,63.0,1953.0,180.77319587628867,11.0,1,0.0,31,1125,56528287,1.0,6,12,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
13684781,32.8022,-117.23741,92109,1,1.0,2.0,4.0,65.0,1950.0,0.0,0.0,1,20.0,30,62,9444320,6.0,5,10,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
33338384,32.85708,-117.23202,92037,1,1.0,1.0,1.0,65.0,1950.0,500.0,50.0,1,0.0,30,1125,73852036,4.0,0,0,95.19047619047619,9.761904761904763,9.595238095238095,9.833333333333334,9.761904761904763,9.904761904761905,9.595238095238095,0,1,0,0,0
36103280,32.79165,-117.232,92109,1,1.0,1.0,1.0,65.0,1950.0,382.52668539325845,181.7177472167649,1,0.0,30,1125,73852036,4.0,0,0,94.1680236861584,9.608598962194218,9.455218356772761,9.812453669384729,9.796886582653817,9.885100074128985,9.318013343217197,0,0,0,0,0
6372898,32.79438,-117.23411,92109,1,1.0,0.0,1.0,60.0,1860.0,100.0,50.0,1,300.0,31,120,9580316,2.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
13547079,32.94767,-117.2037,92130,1,1.0,1.0,1.0,60.0,1800.0,300.0,40.0,1,0.0,30,1125,22153899,4.0,3,6,100.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0
13685222,32.73831,-117.17308,92103,1,1.0,1.0,1.0,60.0,1800.0,262.25189393939394,77.92231404958677,1,0.0,30,1125,64371389,2.0,39,78,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,0
13769193,32.94343,-117.23238,92130,1,1.0,1.0,1.0,60.0,1800.0,200.0,80.0,1,30.0,30,1125,4546887,1.0,10,20,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
30449811,32.79394,-117.24794,92109,1,1.0,1.0,1.0,60.0,1800.0,300.0,75.0,1,10.0,30,100,223528958,1.0,0,0,95.40642303433002,9.73059866962306,9.493348115299336,9.853496115427303,9.83481152993348,9.875693673695894,9.457777777777778,0,0,0,0,0
19547750,32.76135,-117.13902,92116,1,1.0,1.0,1.0,55.0,1705.0,500.0,75.0,1,10.0,31,150,55555219,3.0,12,24,92.0,9.0,9.0,10.0,9.0,9.0,9.0,0,0,0,0,0
1815604,32.8037,-117.24115,92109,1,1.0,1.0,2.0,60.0,1680.0,372.4021739130435,0.0,1,20.0,28,62,9444320,6.0,68,136,95.0,9.0,10.0,10.0,9.0,10.0,9.0,0,0,0,0,0
7871918,32.82949,-117.1115,92124,1,1.0,1.0,1.0,55.0,1650.0,1200.0,100.0,1,0.0,30,120,17770025,1.0,26,52,99.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
13192557,32.76754,-117.25154,92109,1,1.0,1.0,1.0,55.0,1650.0,100.0,50.0,1,50.0,30,1125,73852036,4.0,2,4,80.0,7.0,7.0,10.0,9.0,10.0,7.0,0,0,0,0,0
23169470,32.85543,-117.23648,92037,1,1.0,3.0,1.0,55.0,1650.0,150.0,20.0,1,45.0,30,30,172247348,1.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
32547755,32.85763,-117.23244,92037,1,1.0,1.0,1.0,55.0,1650.0,250.0,50.0,1,0.0,30,1125,73852036,4.0,0,0,95.19047619047619,9.761904761904763,9.595238095238095,9.833333333333334,9.761904761904763,9.904761904761905,9.595238095238095,0,1,0,0,0
17634558,32.75329,-117.18602,92103,1,1.5,1.0,1.0,50.0,1550.0,150.0,50.0,1,25.0,31,365,119877234,2.0,40,80,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0
17635204,32.75311,-117.18468,92103,1,1.5,1.0,1.0,50.0,1550.0,150.0,50.0,1,25.0,31,365,119877234,2.0,21,42,97.0,10.0,9.0,10.0,10.0,10.0,10.0,0,0,0,0,0
18447066,32.79121,-117.20493,92117,1,1.0,1.0,1.0,300.0,300.0,296.0,90.67539267015707,1,0.0,5,1125,39267987,1.0,1,2,100.0,10.0,8.0,10.0,10.0,10.0,10.0,0,0,0,0,0
20485276,33.0033,-117.08456,92127,1,1.5,1.0,2.0,150.0,1500.0,286.3095238095238,96.20833333333333,1,10.0,10,360,73851541,5.0,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,0
25268820,32.91024,-117.15417,92126,1,2.0,1.0,1.0,50.0,1500.0,100.0,20.0,1,20.0,30,1124,7653310,6.0,2,4,100.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0,0,0
25863302,32.77274,-117.11967,92116,1,1.0,0.0,1.0,50.0,1500.0,200.0,100.0,1,0.0,30,1125,11315693,11.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
31408873,32.94397,-117.23829,92130,1,1.0,1.0,1.0,50.0,1500.0,578.9763779527559,97.08666666666667,5,0.0,30,31,86208228,2.0,1,2,95.04651162790698,9.75968992248062,9.511627906976743,9.790697674418604,9.728682170542635,9.829457364341085,9.635658914728682,0,0,0,0,0
35262593,32.86071,-117.22493,92122,1,1.0,1.0,1.0,50.0,1500.0,200.0,80.0,1,0.0,30,30,241812002,1.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,0,0,0,0
36482844,32.76272,-117.10061,92116,1,2.0,5.0,5.0,50.0,1500.0,500.0,200.0,1,0.0,30,90,7118915,4.0,0,0,96.29824561403508,9.719298245614034,9.666666666666666,9.894736842105264,9.771929824561404,9.87719298245614,9.736842105263158,0,0,0,0,0
37638628,32.90422,-117.09932,92131,1,2.5,1.0,1.0,50.0,1500.0,100.0,20.0,1,0.0,30,1125,7653310,6.0,0,0,96.5,9.725,9.7,9.85,9.75,9.75,9.775,0,0,0,0,0
22077644,32.79091,-117.24246,92109,1,1.0,2.0,1.0,59.0,1475.0,382.52668539325845,181.7177472167649,1,0.0,25,91,112554728,1.0,4,8,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
12389313,32.86836,-117.22299,92122,1,1.0,1.0,1.0,69.0,1449.0,100.0,71.23423423423424,1,0.0,21,28,27557320,1.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,0,0,0,0
23223261,32.71151,-117.15307,92101,1,1.0,1.0,1.0,48.0,1440.0,316.8580060422961,87.10427807486631,1,0.0,30,1125,99568289,4.0,0,0,93.15987933634993,9.49546827794562,9.483383685800604,9.552193645990922,9.59667673716012,9.531013615733738,9.299546142208774,0,0,0,0,0
3138510,32.93072,-117.14122,92126,1,1.0,1.0,1.0,47.0,1410.0,100.0,30.0,1,20.0,30,1125,7653310,6.0,120,240,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0
10770084,32.75072,-117.19379,92110,1,1.0,1.0,1.0,47.0,1410.0,500.0,100.0,1,0.0,30,1125,3547828,7.0,0,0,96.77922077922078,9.805194805194805,9.707792207792208,9.922077922077921,9.902597402597403,9.948051948051948,9.616883116883116,0,0,0,0,0
20032284,32.74546,-117.16043,92103,1,1.0,0.0,1.0,47.0,1410.0,262.25189393939394,77.92231404958677,1,0.0,30,60,115949360,5.0,3,6,93.0,9.0,10.0,10.0,9.0,9.0,9.0,0,0,0,0,0
31467916,32.74508,-117.16037,92103,1,1.0,0.0,1.0,47.0,1410.0,262.25189393939394,77.92231404958677,1,0.0,30,1125,115949360,5.0,0,0,96.29911504424778,9.784070796460178,9.663716814159292,9.909574468085106,9.902654867256636,9.906028368794326,9.621669626998223,0,0,0,0,0
35499303,32.89986,-117.10434,92131,1,1.5,1.0,0.0,45.0,1395.0,200.0,40.0,1,15.0,31,92,267015116,4.0,2,4,80.0,7.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0
35511342,32.89856,-117.10375,92131,1,1.5,1.0,1.0,45.0,1395.0,200.0,40.0,1,15.0,31,92,267015116,4.0,0,0,96.5,9.725,9.7,9.85,9.75,9.75,9.775,0,1,0,0,0
35581781,32.8991,-117.10448,92131,1,2.5,1.0,1.0,45.0,1395.0,200.0,30.0,1,10.0,31,91,267015116,4.0,3,6,100.0,10.0,10.0,10.0,10.0,10.0,9.0,0,1,0,0,0
17889842,32.74651,-117.15988,92103,1,1.0,1.0,1.0,46.0,1380.0,262.25189393939394,77.92231404958677,1,0.0,30,1125,115949360,5.0,1,2,100.0,10.0,10.0,10.0,8.0,10.0,8.0,0,0,0,0,0
27678337,32.61353,-117.01081,91913,1,1.0,1.0,1.0,49.0,1372.0,0.0,15.0,1,30.0,28,180,208912475,2.0,1,2,20.0,2.0,6.0,4.0,2.0,2.0,2.0,0,1,0,0,0
18011360,32.94411,-117.23391,92130,1,1.0,1.0,1.0,45.0,1350.0,578.9763779527559,97.08666666666667,2,0.0,30,1125,123828561,2.0,66,132,96.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
25035332,32.94321,-117.23538,92130,1,1.0,1.0,1.0,45.0,1350.0,578.9763779527559,50.0,1,0.0,30,1125,146015788,2.0,0,0,95.04651162790698,9.75968992248062,9.511627906976743,9.790697674418604,9.728682170542635,9.829457364341085,9.635658914728682,0,0,0,0,0
17221345,32.74728,-117.16045,92103,1,1.0,0.0,1.0,44.0,1320.0,262.25189393939394,77.92231404958677,1,0.0,30,1125,115949360,5.0,4,8,80.0,10.0,10.0,10.0,10.0,10.0,9.0,0,0,0,0,0
17807718,32.74647,-117.16181,92103,1,1.0,0.0,1.0,44.0,1320.0,262.25189393939394,77.92231404958677,1,0.0,30,1125,115949360,5.0,4,8,85.0,9.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,0
11226847,32.81828,-117.21171,92117,1,1.0,1.0,1.0,42.0,1260.0,195.0,39.0,1,0.0,30,1125,58508816,2.0,5,10,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
26564991,32.79523,-117.1687,92111,1,2.5,1.0,1.0,42.0,1260.0,264.94444444444446,59.91,1,0.0,30,1125,20930005,0.0,0,0,95.8921568627451,9.794117647058824,9.696078431372548,9.941176470588236,9.882352941176471,9.627450980392156,9.686274509803921,0,0,0,0,0
20455265,32.9425,-117.2352,92130,1,1.0,1.0,1.0,41.0,1230.0,100.0,50.0,1,0.0,30,1125,146015788,2.0,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
853488,32.92114,-117.14685,92126,1,1.0,1.0,1.0,39.0,1209.0,500.0,99.0,1,40.0,31,99999,4456805,6.0,28,56,98.0,10.0,9.0,10.0,10.0,9.0,10.0,0,0,0,0,0
20093906,32.9303,-117.10468,92131,1,1.0,1.0,1.0,39.0,1209.0,500.0,0.0,1,15.0,31,1000,25669785,2.0,6,12,97.0,10.0,9.0,10.0,10.0,10.0,9.0,0,0,0,0,0
20852562,32.77098,-117.18277,92111,1,1.0,1.0,1.0,40.0,1200.0,0.0,110.0,1,0.0,30,300,25502356,2.0,30,60,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
22656142,32.76991,-117.18118,92111,1,1.0,1.0,1.0,48.0,1200.0,200.0,110.0,1,0.0,25,200,25502356,2.0,8,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
30590175,32.74578,-117.14293,92104,1,1.0,1.0,1.0,85.0,1190.0,200.0,80.0,1,0.0,14,30,10164573,3.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
791505,32.74995,-117.19341,92110,1,1.0,1.0,1.0,39.0,1170.0,500.0,150.0,1,0.0,30,365,3547828,7.0,1,2,60.0,6.0,8.0,6.0,4.0,10.0,6.0,0,0,0,0,0
37774796,32.71683,-117.15142,92101,1,1.0,1.0,1.0,39.0,1170.0,500.0,150.0,1,25.0,30,164,3547828,7.0,0,0,93.15987933634993,9.49546827794562,9.483383685800604,9.552193645990922,9.59667673716012,9.531013615733738,9.299546142208774,0,0,0,0,0
6360748,32.74809,-117.22727,92110,1,1.5,1.0,1.0,55.0,1155.0,300.0,50.0,1,50.0,21,360,32618632,1.0,8,16,94.0,10.0,10.0,10.0,10.0,9.0,9.0,0,0,0,0,0
20329937,32.71767,-117.14477,92102,1,1.0,1.0,1.0,37.0,1110.0,250.0,20.0,1,20.0,30,1125,125750345,1.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,0
19037986,32.74771,-117.15552,92103,1,1.0,1.0,1.0,36.0,1080.0,500.0,0.0,1,0.0,30,40,31407449,1.0,0,0,96.29911504424778,9.784070796460178,9.663716814159292,9.909574468085106,9.902654867256636,9.906028368794326,9.621669626998223,0,0,0,0,0
2023443,32.90274,-117.13673,92126,1,1.0,1.0,1.0,35.0,1050.0,100.0,20.0,1,20.0,30,1125,7653310,6.0,166,332,96.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0
15829735,32.71743,-117.1512,92101,1,1.0,1.0,1.0,35.0,1050.0,500.0,150.0,1,25.0,30,365,3547828,7.0,2,4,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
21276801,32.8286,-117.07746,92124,1,1.0,1.0,1.0,35.0,1050.0,0.0,70.0,1,5.0,30,95,54526854,1.0,11,22,98.0,10.0,10.0,10.0,10.0,9.0,10.0,0,0,0,0,0
29876356,32.71753,-117.15135,92101,1,1.0,1.0,1.0,35.0,1050.0,500.0,150.0,1,25.0,30,365,3547828,7.0,0,0,93.15987933634993,9.49546827794562,9.483383685800604,9.552193645990922,9.59667673716012,9.531013615733738,9.299546142208774,0,0,0,0,0
14358894,32.76023,-117.08714,92115,1,1.0,1.0,1.0,250.0,1000.0,250.0,10.0,1,25.0,4,7,59637413,1.0,0,0,96.74358974358974,9.794871794871796,9.487179487179487,9.923076923076923,9.871794871794872,9.692307692307692,9.64102564102564,0,0,0,0,0
22166321,32.94399,-117.23439,92130,1,1.0,1.0,1.0,33.0,990.0,578.9763779527559,97.08666666666667,1,0.0,30,1125,123828561,2.0,6,12,90.0,9.0,6.0,9.0,9.0,9.0,9.0,0,1,0,0,0
32286661,32.9863,-117.08944,92129,1,1.0,1.0,0.0,33.0,990.0,331.0126582278481,83.42222222222222,1,0.0,30,120,94836570,1.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,1,0,0,0
22066636,32.84214,-117.19042,92117,1,1.0,1.0,1.0,35.0,980.0,329.1333333333333,62.5625,1,0.0,28,414,5190745,4.0,7,14,94.0,9.0,8.0,10.0,10.0,10.0,10.0,0,0,0,0,0
25745817,32.84131,-117.19003,92117,1,1.0,1.0,1.0,35.0,980.0,0.0,29.0,1,0.0,28,360,5190745,4.0,2,4,100.0,10.0,9.0,10.0,10.0,10.0,10.0,0,1,0,0,0
36558376,32.86261,-117.21824,92122,1,1.0,1.0,1.0,35.0,980.0,300.0,30.0,1,0.0,28,67,17968424,8.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,0,0,0,0
2234293,32.90321,-117.13889,92126,1,1.0,1.0,1.0,48.0,960.0,100.0,20.0,1,20.0,20,1125,7653310,6.0,166,332,97.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
28260942,32.823,-117.18029,92117,1,1.0,1.0,,950.0,950.0,277.36,70.96026490066225,1,0.0,1,1125,211704691,1.0,0,0,95.64596273291926,9.770186335403727,9.614906832298137,9.900621118012422,9.875776397515528,9.70807453416149,9.590062111801242,0,1,0,0,0
32267334,32.74207,-117.24416,92107,1,1.0,1.0,1.0,94.0,940.0,326.9272030651341,85.0271186440678,6,0.0,10,90,9894588,1.0,1,2,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
21023173,32.64436,-117.04905,91910,1,1.0,1.0,1.0,30.0,900.0,250.0,15.0,1,15.0,30,180,151401927,1.0,4,8,100.0,10.0,10.0,9.0,10.0,10.0,9.0,0,0,0,0,0
32307524,32.84951,-117.20328,92122,1,4.0,1.0,1.0,180.0,900.0,288.9423076923077,71.23423423423424,1,0.0,5,30,229250762,3.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,0,0,0,0
34626173,32.87118,-117.20284,92122,1,1.0,1.0,2.0,45.0,900.0,288.9423076923077,71.23423423423424,1,0.0,20,1125,6212572,1.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,0,0,0,0
35366975,32.8705,-117.21576,92122,1,1.0,1.0,1.0,30.0,900.0,288.9423076923077,71.23423423423424,1,0.0,30,1125,65156984,1.0,0,0,94.89855072463769,9.695652173913043,9.545893719806763,9.758454106280194,9.806763285024154,9.922705314009661,9.48792270531401,0,1,0,0,0
3369288,32.71419,-117.14391,92102,1,1.0,1.0,1.0,125.0,875.0,200.0,0.0,1,0.0,7,90,16999041,3.0,12,24,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
35767921,32.82561,-117.27173,92037,1,1.0,1.0,1.0,125.0,875.0,0.0,125.0,1,50.0,7,1125,69113460,5.0,0,0,94.93217893217893,9.67965367965368,9.564213564213564,9.797687861271676,9.741702741702742,9.888728323699421,9.313583815028903,0,0,0,0,0
25268522,32.91192,-117.15523,92126,1,2.0,1.0,1.0,40.0,800.0,100.0,20.0,1,20.0,20,1124,7653310,6.0,8,16,100.0,10.0,10.0,10.0,10.0,10.0,10.0,0,0,0,0,0
37630130,33.06513,-117.05334,92025,1,1.0,1.0,1.0,38.0,798.0,100.0,50.0,1,38.0,21,1125,284305492,2.0,0,0,94.1680236861584,9.608598962194218,9.455218356772761,9.812453669384729,9.796886582653817,9.885100074128985,9.318013343217197,0,0,0,0,0
